"MessageID","MessageString","Severity"
"619","Microsoft SQL Server reported SQL message %1, severity %2: %3Please refer to your Configuration Manager documentation, SQL Server documentation, or the Microsoft Knowledge Base for further troubleshooting information.","Informational"
"620","Microsoft SQL Server reported SQL message %1, severity %2: %3Please refer to your Configuration Manager documentation, SQL Server documentation, or the Microsoft Knowledge Base for further troubleshooting information.","Informational"
"621","Created the ""%1"" inbox definition.  The inbox will exist on the Site Server with the relative path ""%2"".","Informational"
"622","Created the ""%1"" inbox definition.  The inbox will exist on the SQL Server with the relative path ""%2"".","Informational"
"623","Created the ""%1"" inbox definition.  The inbox will exist on the Client Access Point with the relative path ""%2"".","Informational"
"624","Created the ""%1"" inbox definition.  The inbox will exist on the named export ""%2"" with the relative path ""%3"".%4%5%6%7%8%9%10","Informational"
"625","Read the existing ""%1"" inbox definition.  The inbox should exist on the Site Server with the relative path ""%2"".","Informational"
"626","Read the existing ""%1"" inbox definition.  The inbox should exist on the SQL Server with the relative path ""%2"".","Informational"
"627","Read the existing ""%1"" inbox definition.  The inbox should exist on the Client Access Point with the relative path ""%2"".","Informational"
"628","Read the existing ""%1"" inbox definition.  The inbox should exist on the named export ""%2"" with the relative path ""%3"".%4%5%6%7%8%9%10","Informational"
"629","Deleted the ""%1"" inbox definition.%4%5%6%7%8%9%10","Informational"
"630","Created an inbox rule to copy ""%1"" files from the ""%2"" inbox to the ""%3"" inbox with a maximum delay of %4 minutes.  Files will be created in the destination inbox with the template ""%5"".%6%7%8%9%10","Informational"
"631","Created an inbox rule to copy ""%1"" directories from the ""%2"" inbox to the ""%3"" inbox with a maximum delay of %4 minutes.  Directories will be created in the destination inbox with the template ""%5"".%6%7%8%9%10","Informational"
"632","Created an inbox rule to move ""%1"" files from the ""%2"" inbox to the ""%3"" inbox with a maximum delay of %4 minutes.  Files will be created in the destination inbox with the template ""%5"".%6%7%8%9%10","Informational"
"633","Created an inbox rule to move ""%1"" directories from the ""%2"" inbox to the ""%3"" inbox with a maximum delay of %4 minutes.  Directories will be created in the destination inbox with the template ""%5"".%6%7%8%9%10","Informational"
"634","Created an inbox rule to mirror ""%1"" files from the ""%2"" inbox to the ""%3"" inbox with a maximum delay of %4 minutes.%5%6%7%8%9%10","Informational"
"635","Created an inbox rule to mirror ""%1"" directories that match the template ""%1"" from the ""%2"" inbox to the ""%3"" inbox with a maximum delay of %4 minutes.%5%6%7%8%9%10","Informational"
"636","Read the existing inbox rule to copy ""%1"" files from the ""%2"" inbox to the ""%3"" inbox with a maximum delay of %4 minutes.  Files will be created in the destination inbox with the template ""%5"".%6%7%8%9%10","Informational"
"637","Read the existing inbox rule to copy ""%1"" directories from the ""%2"" inbox to the ""%3"" inbox with a maximum delay of %4 minutes.  Directories will be created in the destination inbox with the template ""%5"".%6%7%8%9%10","Informational"
"638","Read the existing inbox rule to move ""%1"" files from the ""%2"" inbox to the ""%3"" inbox with a maximum delay of %4 minutes.  Files will be created in the destination inbox with the template ""%5"".%6%7%8%9%10","Informational"
"639","Read the existing inbox rule to move ""%1"" directories from the ""%2"" inbox to the ""%3"" inbox with a maximum delay of %4 minutes.  Directories will be created in the destination inbox with the template ""%5"".%6%7%8%9%10","Informational"
"640","Read the existing inbox rule to mirror ""%1"" files from the ""%2"" inbox to the ""%3"" inbox with a maximum delay of %4 minutes.%5%6%7%8%9%10","Informational"
"641","Read the existing inbox rule to mirror ""%1"" directories from the ""%2"" inbox to the ""%3"" inbox with a maximum delay of %4 minutes.%5%6%7%8%9%10","Informational"
"642","Deleted the inbox rule to copy ""%1"" files from the ""%2"" inbox to the ""%3"" inbox.%4%5%6%7%8%9%10","Informational"
"643","Deleted the inbox rule to copy ""%1"" directories from the ""%2"" inbox to the ""%3"" inbox.%4%5%6%7%8%9%10","Informational"
"644","Deleted the inbox rule to move ""%1"" files from the ""%2"" inbox to the ""%3"" inbox.%4%5%6%7%8%9%10","Informational"
"645","Deleted the inbox rule to move ""%1"" directories from the ""%2"" inbox to the ""%3"" inbox.%4%5%6%7%8%9%10","Informational"
"646","Deleted the inbox rule to mirror ""%1"" files from the ""%2"" inbox to the ""%3"" inbox.%4%5%6%7%8%9%10","Informational"
"647","Deleted the inbox rule to mirror ""%1"" directories from the ""%2"" inbox to the ""%3"" inbox.%4%5%6%7%8%9%10","Informational"
"648","Resolved the ""%1"" inbox to ""%2"".","Informational"
"649","Waiting for the ""%1"" inbox to be defined.%2","Informational"
"650","Waiting for SMS_INBOX_MANAGER to create the ""%1"" inbox.%2","Informational"
"663","Instructed SMS_REPLICATION_MANAGER to replicate file ""%1"" to the ""%2"" inbox at site %3.  The replication will be scheduled as low priority.%4%5%6%7%8%9%10","Informational"
"664","Instructed SMS_REPLICATION_MANAGER to replicate file ""%1"" to the ""%2"" inbox at site %3.  The replication will be scheduled as normal priority.%4%5%6%7%8%9%10","Informational"
"665","Instructed SMS_REPLICATION_MANAGER to replicate file ""%1"" to the ""%2"" inbox at site %3.  The replication will be scheduled as high priority.%4%5%6%7%8%9%10","Informational"
"686","Component %1 on %2 is %3.","Informational"
"30000","User ""%1"" created a package named ""%5 %3 %4 %6"" (%2).","Informational"
"30001","User ""%1"" modified the Package Properties of a package named ""%5 %3 %4 %6"" (%2).","Informational"
"30002","User ""%1"" deleted a package named ""%5 %3 %4 %6"" (%2).","Informational"
"30003","User ""%1"" created a program named ""%2"" that belongs to a package with package ID %3.","Informational"
"30004","User ""%1"" modified a program named ""%2"" that belongs to a package with package ID %3.","Informational"
"30005","User ""%1"" deleted a program named ""%2"" that belongs to a package with package ID %3.","Informational"
"30006","User ""%1"" created a deployment named ""%3"" (%2) deploying program ""%4"".","Informational"
"30007","User ""%1"" modified the deployment properties of a deployment named ""%3"" (%2) deploying program ""%4"".","Informational"
"30008","User ""%1"" deleted a deployment named ""%3"" (%2) deploying program ""%4"".","Informational"
"30009","User ""%1"" targeted a package with package ID %2 to a distribution point on %5 at site ""%4 - %6"".","Informational"
"30010","User ""%1"" modified a distribution point on %5 at site ""%4 - %6"" for a package with package ID %2.","Informational"
"30011","User ""%1"" removed a package with package ID %2 from a distribution point on %5 at site ""%4 - %6"".","Informational"
"30012","User ""%1"" created secondary site ""%3 - %2"".","Informational"
"30013","User ""%1"" upgraded or removed secondary site ""%3 - %2"".","Informational"
"30014","User ""%1"" deleted (removed all records from the site database) secondary site ""%3 - %2"".","Informational"
"30015","User ""%1"" created a collection named ""%3"" (%2).","Informational"
"30016","User ""%1"" modified the Collection Properties for a collection named ""%3"" (%2). This collection is currently assigned to the following ConfigMgr Administrators: %4 ","Informational"
"30017","User ""%1"" deleted a collection named ""%3"" (%2).","Informational"
"30018","User ""%1"" created address of type ""%6"" connecting site %3 to %7 on %8 with priority %9.","Informational"
"30019","User ""%1"" modified the address properties for an address of type ""%6"" connecting site %3 to %7 on %8 with priority %9.","Informational"
"30020","User ""%1"" deleted address of type ""%6"" connecting site %3 to %7 on %8 with priority %9.","Informational"
"30021","User ""%1"" created file definition ""%5"" at secondary site %3.","Informational"
"30022","User ""%1"" modified file definition ""%5"" at secondary site %3.","Informational"
"30023","User ""%1"" deleted file definition ""%5"" at secondary site %3.","Informational"
"30024","User ""%1"" created the property ""%5"" in the site control file at site %3.","Informational"
"30025","User ""%1"" modified the property ""%5"" in the site control file at site %3.","Informational"
"30026","User ""%1"" deleted the property ""%5"" in the site control file at site %3.","Informational"
"30027","User ""%1"" created the property list ""%5"" in the site control file at site %3.","Informational"
"30028","User ""%1"" modified the property list ""%5"" in the site control file at site %3.","Informational"
"30029","User ""%1"" deleted the property list ""%5"" in the site control file at site %3.","Informational"
"30030","User ""%1"" created site definition information in the site control file for site ""%3 - %6"" (Parent Site Code=""%7"").","Informational"
"30031","User ""%1"" modified site definition information in the site control file for site ""%3 - %6"" (Parent Site Code=""%7"").","Informational"
"30032","User ""%1"" deleted site definition information in the site control file for site ""%3 - %6"" (Parent Site Code=""%7"").","Informational"
"30033","User ""%1"" created component ""%7"" on %6 in the site control file at site %3.","Informational"
"30034","User ""%1"" modified component ""%7"" on %6 in the site control file at site %3.","Informational"
"30035","User ""%1"" deleted component ""%7"" on %6 in the site control file at site %3.","Informational"
"30036","User ""%1"" added the role of %7 to the %6 ""%8"" in the site control file at site %3.","Informational"
"30037","User ""%1"" modified the role of the %6 ""%8"" as a %7 in the site control file at site %3.","Informational"
"30038","User ""%1"" deleted the role of the %6 ""%8"" as a %7 in the site control file at site %3.","Informational"
"30039","User ""%1"" created a configuration for the ""%4"" component in the site control file at site %3.","Informational"
"30040","User ""%1"" modified the configuration of the ""%4"" component in the site control file at site %3.","Informational"
"30041","User ""%1"" deleted the configuration of the ""%4"" component in the site control file at site %3.","Informational"
"30042","User ""%1"" created client component ""%4"" in the site control file at site %3.","Informational"
"30043","User ""%1"" modified client component ""%4"" in the site control file at site %3.","Informational"
"30044","User ""%1"" deleted client component ""%4"" in the site control file at site %3.","Informational"
"30045","User ""%1"" created client configuration ""%4"" in the site control file at site %3.","Informational"
"30046","User ""%1"" modified client configuration ""%4"" in the site control file at site %3.","Informational"
"30047","User ""%1"" deleted client configuration ""%4"" in the site control file at site %3.","Informational"
"30048","User ""%1"" created SQL command ""%5"" at site %3.","Informational"
"30049","User ""%1"" modified SQL command ""%5"" at site %3.","Informational"
"30050","User ""%1"" deleted SQL command ""%5"" at site %3.","Informational"
"30051","User ""%1"" created SQL Task ""%5"" at site %3.","Informational"
"30052","User ""%1"" modified SQL Task ""%5"" at site %3.","Informational"
"30053","User ""%1"" deleted SQL Task ""%5"" at site %3.","Informational"
"30054","User ""%1"" added the site boundaries record to the site control file of site %3.","Informational"
"30055","User ""%1"" modified the site boundaries of site %3.","Informational"
"30056","User ""%1"" deleted the site boundaries record in the site control file of site %3.","Informational"
"30057","User ""%1"" created class security rights for user ""%3"" on object ""%2"".Object types: 1=Collection, 2=Package, 3=Advertisement, 4=Status Messages, 6=Site, 7=Query, 8=Report, 9=Metering Rule, 10=Software Update.","Informational"
"30058","User ""%1"" modified class security rights for user ""%3"" on object ""%2"".Object types: 1=Collection, 2=Package, 3=Advertisement, 4=Status Messages, 6=Site, 7=Query, 8=Report, 9=Metering Rule, 10=Software Update.","Informational"
"30059","User ""%1"" deleted class security rights for user ""%3"" on object ""%2"".Object types: 1=Collection, 2=Package, 3=Advertisement, 4=Status Messages, 6=Site, 7=Query, 8=Report, 9=Metering Rule, 10=Software Update.","Informational"
"30060","User ""%1"" created instance security rights for user ""%3"" on instance ""%4"" of object type ""%2"".Object types: 1=Collection, 2=Package, 3=Advertisement, 4=Status Messages, 6=Site, 7=Query, 8=Report, 9=Metering Rule, 10=Software Update.","Informational"
"30061","User ""%1"" modified instance security rights for user ""%3"" on instance ""%4"" of object type ""%2"".Object types: 1=Collection, 2=Package, 3=Advertisement, 4=Status Messages, 6=Site, 7=Query, 8=Report, 9=Metering Rule, 10=Software Update.","Informational"
"30062","User ""%1"" deleted instance security rights for user ""%3"" on instance ""%4"" of object type ""%2"".Object types: 1=Collection, 2=Package, 3=Advertisement, 4=Status Messages, 6=Site, 7=Query, 8=Report, 9=Metering Rule, 10=Software Update.","Informational"
"30063","User ""%1"" created a query named ""%3"" (%2) targeting the ""%4"" class.","Informational"
"30064","User ""%1"" modified a query named ""%3"" (%2) targeting the ""%4"" class.","Informational"
"30065","User ""%1"" deleted a query named ""%3"" (%2) targeting the ""%4"" class.","Informational"
"30066","User ""%1"" deleted a discovered resource named ""%3"" (%2).","Informational"
"30067","User ""%1"" deleted all of the resources that belong to collection ""%3"" (%2).","Informational"
"30068","User ""%1"" updated a package named ""%5 %3 %4 %6"" (%2) to the site distribution points.","Informational"
"30069","User ""%1"" at ""%2"" initiated a Remote Control session with ""%3"".","Informational"
"30070","User ""%1"" at ""%2"" ended a Remote Control session with ""%3"".","Informational"
"30076","User ""%1"" at ""%2"" initiated Remote Control with ""%3"".","Informational"
"30077","User ""%1"" at ""%2"" ended Remote Control with ""%3"".","Informational"
"30091","User ""%1"" created a report named ""%3"" (%2).","Informational"
"30092","User ""%1"" modified a report named ""%3"" (%2).","Informational"
"30093","User ""%1"" deleted a report named ""%3"" (%2).","Informational"
"30094","User ""%1"" created a meter rule named ""%7"" (%3) for file ""%4"" with a product version of ""%6"" and Language ID of ""%5"".","Informational"
"30095","User ""%1"" modified a meter rule named ""%7"" (%3) for file ""%4"" with a product version of ""%6"" and Language ID of ""%5"".","Informational"
"30099","User ""%1"" created Maintenance Task ""%5"" at site %3.","Informational"
"30100","User ""%1"" modified Maintenance Task ""%5"" at site %3.","Informational"
"30101","User ""%1"" deleted Maintenance Task ""%5"" at site %3.","Informational"
"30102","User ""%2"" from computer ""%3"" created a session using application [%4] version [%5].","Informational"
"30103","User ""%2"" from computer ""%3"" released its session using application [%4] version [%5].","Informational"
"30104","User ""%1"" requested that the membership be refreshed for collection ""%3"" (%2).","Informational"
"30105","User ""%1"" deleted a meter rule named ""%7"" (%3) for file ""%4"" with a product version of ""%6"" and Language ID of ""%5"".","Informational"
"30106","User ""%1"" requested that the CCRs be generated for query named ""%3"" (%2) targeting the ""%4"" class.","Informational"
"30107","User ""%1"" requested that the CCRs be generated for collection ""%3"" (%2).","Informational"
"30108","User ""%1"" requested that the CCR be generated for Machine ""%2"" (%3).","Informational"
"30109","User ""%1"" requested that the CCRs be generated for query named ""%3"" (%2) targeting the ""%4"" class. The SMS Provider did not generate CCRs for all the system resources returned by this query. Possible cause:  Some system resources are not assigned to the current site, And you chose to install clients only on system resources that are assigned to current site.  Another possible cause:  some system resources do not have Microsoft Windows NT operating system or above installed. ","Informational"
"30110","User ""%1"" requested that the CCRs be generated for collection ""%3"" (%2). The SMS Provider did not generate CCRs for all the system resources in this collection. Possible cause: some system resources are not assigned to the current site, and you chose to install clients only on system resources that are assigned to current site.  Another possible cause:  Some system resources do not have Microsoft Windows NT operating system or above installed. ","Informational"
"30111","User ""%1"" requested that the CCR be generated for resource ""%3"". But no CCR is generated. Possible cause: this is not a system resource, this is not assigned to current site if you choose to install client on system resource that are assigned to current site, or the system resource does not have Microsoft Windows NT operating system or above installed.","Informational"
"30112","User ""%1"" has authorized a software update.  Details: ID = %2, QNumbers = %3, Product = %4, Title = %5, Locale = %6.","Informational"
"30113","User ""%1"" created a folder named ""%3"" (%2).","Informational"
"30114","User ""%1"" modified a folder named ""%3"" (%2).","Informational"
"30115","User ""%1"" deleted a folder named ""%3"" (%2).","Informational"
"30116","User ""%1"" added %3 of %4 to folder ""%2"".","Informational"
"30117","User ""%1"" moved %3 of %4 out of folder ""%2"".","Informational"
"30118","User ""%1"" added software update ""%2"" to program ""%4"" in package ""%3"", package version ""%5"".","Informational"
"30119","User ""%1"" changed the link information for software update ""%2"" in program ""%4"" and package ""%3"", package version ""%5"".","Informational"
"30120","User ""%1"" removed software update ""%2"" from program ""%4"" in package ""%3"", package version ""%5"".","Informational"
"30121","User ""%1"" created software update with CI_ID ""%2"". Details: ID = ""%3"", QNumbers = ""%4"", CI_UniqueID = %5, CIVersion = %6 "".","Informational"
"30122","User ""%1"" modified software update with CI_ID ""%2"". Details: ID = ""%3"", QNumbers = ""%4"", CI_UniqueID = %5, CIVersion = %6 "".","Informational"
"30123","User ""%1"" deleted software update with CI_ID ""%2"". Details: ID = ""%3"", QNumbers = ""%4"", CI_UniqueID = %5, CIVersion = %6 "".","Informational"
"30124","User ""%1"" has authorized software update ""%2"". Details: ID = ""%3"", QNumbers = ""%5"", Product = ""%6"", Title = ""%4"", Locale = ""%7"".","Informational"
"30125","User ""%1"" added new distribution points to a package named ""%5 %3 %4 %6"" (%2).","Informational"
"30129","User ""%1"" created device discovery translation ""%2"".","Informational"
"30130","User ""%1"" modified device discovery translation ""%2"".","Informational"
"30131","User ""%1"" deleted device discovery translation ""%2"".","Informational"
"30132","User ""%1"" created an instance of SMS_DeviceFQDN ""%2"".","Informational"
"30133","User ""%1"" modified an instance of SMS_DeviceFQDN ""%2"".","Informational"
"30134","User ""%1"" deleted an instance of SMS_DeviceFQDN ""%2"".","Informational"
"30135","User ""%1"" created relation ""%3"" between software update ""%2"" and software update ""%4"".","Informational"
"30136","User ""%1"" changed relation ""%3"" between software update ""%2"" and software update ""%4"".","Informational"
"30137","User ""%1"" removed relation ""%3"" between software update ""%2"" and software update ""%4"".","Informational"
"30138","User ""%1"" has created an instance of SMS_ScanTool. SMSScanToolID =%2 ToolName=%3.","Informational"
"30139","User ""%1"" has modified an instance of SMS_ScanTool. SMSScanToolID =%2 ToolName=%3.","Informational"
"30140","User ""%1"" has deleted an instance of SMS_ScanTool. SMSScanToolID =%2 ToolName=%3.","Informational"
"30152","User ""%1"" created configuration item ""%2"" (CI_UniqueID=%3, CIVersion=%4).","Informational"
"30153","User ""%1"" modified configuration item ""%2"" (CI_UniqueID=%3, CIVersion=%4).","Informational"
"30154","User ""%1"" deleted configuration item ""%2"" (CI_UniqueID=%3, CIVersion=%4).","Informational"
"30155","User ""%1"" enforced configuration item ""%2"" (CI_UniqueID=%3, CIVersion=%4).","Informational"
"30156","User ""%1"" unenforced configuration item ""%2"" (CI_UniqueID=%3, CIVersion=%4).","Informational"
"30157","User ""%1"" accepted the license terms for configuration item ""%2"" (CI_UniqueID=%3, CIVersion=%4).","Informational"
"30158","User ""%1"" declined the license terms for configuration item ""%2"" (CI_UniqueID=%3, CIVersion=%4).","Informational"
"30159","User ""%1"" created a CategoryInstance ""%2"" (LocalizedCategoryInstanceName=%3, CategoryTypeName=%4).","Informational"
"30160","User ""%1"" modified a CategoryInstance ""%2"" (LocalizedCategoryInstanceName=%3, CategoryTypeName=%4).","Informational"
"30161","User ""%1"" deleted CategoryInstance ""%2"" (LocalizedCategoryInstanceName=%3, CategoryTypeName=%4).","Informational"
"30162","User ""%1"" created a CategoryInstance Membership  (CategoryInstanceID(%2),ObjectType(%3),ObjectKey(%4)).","Informational"
"30163","User ""%1"" delete a CategoryInstance Membership  (CategoryName(%2), ObjectType(%3), ObjectName(%4)).","Informational"
"30165","User ""%1"" created a license terms Content ""%2"" (license terms ContentUniqueID=%3).","Informational"
"30166","User ""%1"" modified a license terms Content ""%2"" (license terms ContentUniqueID=%3).","Informational"
"30167","User ""%1"" deleted license terms Content ""%2"" (license terms ContentUniqueID=%3).","Informational"
"30168","User ""%1"" resend configuration item ""%2"" (CI_UniqueID=%3, CIVersion=%4) to all child sites.","Informational"
"30169","User ""%1"" resend a CategoryInstance ""%2"" (CategoryInstance_UniqueID=%3, CategoryTypeName=%4) to all child sites.","Informational"
"30170","User ""%1"" resend a SDMPackage ""%2"" (SDMPackageName=%3, SDMPackageVersion=%4) to all child sites.","Informational"
"30171","User ""%1"" resend a license terms Content ""%2"" (license terms ContentUniqueID=%3) to all child sites.","Informational"
"30172","User ""%1"" resend software update with CI_ID ""%2"" to all child sites. Update Details: ID = ""%3"", QNumbers = ""%4"", CI_UniqueID = %5, CIVersion = %6 "".","Informational"
"30173","User ""%1"" has resend an instance of SMS_ScanTool to all child sites. SMSScanToolID =%2 ToolName=%3.","Informational"
"30180","User ""%1"" created a state association between sourceclient (%2) and restoreclient (%3).","Informational"
"30181","User ""%1"" deleted a state association between sourceclient (%2) and restoreclient (%3).","Informational"
"30183","User ""%1"" attempted to download the content for software update with CI_ID ""%2"". Update Details: ID = ""%3"", QNumbers = ""%4"", CI_UniqueID = %5, CIVersion = %6 "".","Informational"
"30185","User ""%1"" attempted to import the content for software update with CI_ID ""%2"". Update Details: ID = ""%3"", QNumbers = ""%4"", CI_UniqueID = %5, CIVersion = %6 "".","Informational"
"30186","User ""%1"" created the SUM deployment template with TemplateUniqueID ""%2"" (Name = ""%3"").","Informational"
"30187","User ""%1"" modified the SUM deployment template with TemplateUniqueID ""%2"" (Name = ""%3"").","Informational"
"30188","User ""%1"" deleted the SUM deployment template with TemplateUniqueID ""%2"" (Name = ""%3"").","Informational"
"30189","User ""%1"" added content with ContentID %2 to PackageID ""%3"" (ContentVersionInPkg = %4).","Informational"
"30190","User ""%1"" modified content with ContentID %2 in PackageID ""%3 (ContentVersionInPkg = %4)"".","Informational"
"30191","User ""%1"" removed content with ContentID %2 from PackageID ""%3"".","Informational"
"30192","User ""%1"" initiated a package change notification for Package named ""%5 %3 %4 %6"" (%2).","Informational"
"30193","User ""%1"" created CI assignment %2 (%3).","Informational"
"30194","User ""%1"" modified CI assignment %2 (%3).","Informational"
"30195","User ""%1"" deleted CI assignment %2 (%3).","Informational"
"30196","User ""%1"" created updates assignment %2 (%3).","Informational"
"30197","User ""%1"" modified updates assignment %2 (%3).","Informational"
"30198","User ""%1"" deleted updates assignment %2 (%3).","Informational"
"30199","User ""%1"" created an instance of SMS_DeviceSettingItem %2 (Name = %3, Type = %4, Version = %5).","Informational"
"30200","User ""%1"" modified an instance of SMS_DeviceSettingItem %2 (Name = %3, Type = %4, Version = %5).","Informational"
"30201","User ""%1"" deleted an instance of SMS_DeviceSettingItem %2 (Name = %3, Type = %4, Version = %5).","Informational"
"30202","User ""%1"" created an instance of SMS_DeviceSettingPackage %2 (Name = %3, PlatformType = %4, Version = %5).","Informational"
"30203","User ""%1"" modified an instance of SMS_DeviceSettingPackage %2 (Name = %3, PlatformType = %4, Version = %5).","Informational"
"30204","User ""%1"" deleted an instance of SMS_DeviceSettingPackage %2 (Name = %3, PlatformType = %4, Version = %5).","Informational"
"30205","User ""%1"" created an instance of SMS_DeviceSettingPackageItem (DeviceSettingPkgID = %2, DeviceSettingItemID = %3).","Informational"
"30206","User ""%1"" modified an instance of SMS_DeviceSettingPackageItem (DeviceSettingPkgID = %2, DeviceSettingItemID = %3).","Informational"
"30207","User ""%1"" deleted an instance of SMS_DeviceSettingPackageItem (DeviceSettingPkgID = %2, DeviceSettingItemID = %3).","Informational"
"30208","User ""%1"" modified summary task (%2) (RunInterval=%3 Enabled=%4 TaskParameter=%5).","Informational"
"30209","User ""%1"" requested to execute summary task (%2).","Informational"
"30210","User ""%1"" created user account %6.","Informational"
"30211","User ""%1"" modified user account %6.","Informational"
"30212","User ""%1"" deleted user account %6.","Informational"
"30213","User ""%1"" imported machine at site ""%3 - %2"" (NetbiosName=%4, MACAddress=%5, SMBIOSGUID=%6).","Informational"
"30214","User ""%1"" submitted a registration record at site ""%3 - %2"" (SMSID=%4).","Informational"
"30215","User ""%1"" received policies for Task Sequence %3 using Deployment ""%2"".","Informational"
"30216","User ""%1"" received client configuration policies.","Informational"
"30217","User ""%1"" changed the Approved Status to %2 for %3 clients. ResourceIDs (%4).","Informational"
"30218","User ""%1"" changed the Allowed Status to %2 for %3 clients. ResourceIDs (%4).","Informational"
"30219","User ""%1"" created authorization list ""%2"" (CI_UniqueID=%3, CIVersion=%4).","Informational"
"30220","User ""%1"" modified authorization list ""%2"" (CI_UniqueID=%3, CIVersion=%4).","Informational"
"30221","User ""%1"" deleted authorization list ""%2"" (CI_UniqueID=%3, CIVersion=%4).","Informational"
"30222","User ""%1"" created per-computer settings for %3 (ResourceID %2).","Informational"
"30223","User ""%1"" modified per-computer settings for %3 (ResourceID %2).","Informational"
"30224","User ""%1"" changed the Block Status to %2 for Certificate (SMSID=%3).","Informational"
"30225","User ""%1"" resolved the pending registration record (SMSID=%2, FQDN=%3, ConflictSMSID=%4, Action=%5).","Informational"
"30226","User ""%1"" created a deployment of application ""%3"" to collection ""%4"".","Informational"
"30227","User ""%1"" modified the deployment of application ""%3"" to collection ""%4"".","Informational"
"30228","User ""%1"" deleted the deployment of application ""%3"" to collection ""%4"".","Informational"
"30229","User ""%1"" created update group assignment %2 (%3).","Informational"
"30230","User ""%1"" modified update group assignment %2 (%3).","Informational"
"30231","User ""%1"" deleted update group assignment %2 (%3).","Informational"
"30232","User ""%1"" created per-user settings for %3 (ResourceID %2).","Informational"
"30233","User ""%1"" modified per-user settings for %3 (ResourceID %2).","Informational"
"30234","User ""%1"" changed the Ownership Type to %2 for %3 clients. ResourceIDs (%4).","Informational"
"30235","User ""%1"" changed the site to %2 for %3 clients. ResourceIDs (%4).","Informational"
"30240","User ""%1"" created alert (ID=%2, Type=%3, Instance=%4, Enabled=%5, SkipUntil=%6).","Informational"
"30241","User ""%1"" modified alert (ID=%2, Type=%3, Instance=%4, Enabled=%5, SkipUntil=%6).","Informational"
"30242","User ""%1"" deleted alert (ID=%2, Type=%3, Instance=%4).","Informational"
"30243","User ""%1"" set SkipUntil of alert (ID=%2, Type=%3, Instance=%4).","Informational"
"30244","User ""%1"" closed alert (ID=%2, Type=%3, Instance=%4).","Informational"
"30300","User ""%1"" at ""%2"" started an OOB Console session to ""%3"".","Informational"
"30301","User ""%1"" at ""%2"" attempt to disconnect from ""%3"". Success.","Informational"
"30302","User ""%1"" at ""%2"" attempt to perform a status information query from ""%3"". Success.","Informational"
"30303","User ""%1"" at ""%2"" attempt to perform a system inventory query from ""%3"". Success.","Informational"
